SMSes,Labels
Haha tml still got one arh T.T... Jeremy also not going... Gordon dunneed lah dun tell him he auto noe dun have le lol,0.0
Sorry!!!!!! I hope you can find someone else><,0.0
In an interviewInterviewer: How does an electric motor run?Santa: Dhhuuuurrrrrrrrrr. Inteviewer shouts: Stop it.Santa: Dhhuurrrr dhup dh*smsgupshup.com ,0.0
Ok. But i finish at 6.,0.0
Yeah he ndu.,0.0
What omg damn ridiculous hahaha. Punch them both:D ooo how come cango out! I just left sch hahaha going home!,0.0
Ummm okay later I call you.,0.0
"Hmmm... Got pts one huh... U joinin, if u r i dun mind lor...",0.0
"Cool cool, drink more water eh! :D",0.0
Kkr eye on both pathan brothers.,0.0
Can sure all the best for ur test!,0.0
Can can. I woke up already.,0.0
I imagine that partly ruins the point of one night stands,0.0
I'm in office..,0.0
"If lydat i cant do anyting.unless u already decide,i try to help u find seniors to help u.but u haven confirm anyting.",0.0
Sweet kisses for wifey! I go  sleep le of dearest. :-*:-*:-*:-*:-*:-*,0.0
Ur exam when finish??,0.0
"I don't have his phone number, but I'll check around. ",0.0
I sent it at 7+ you goon....u shld check ur hp more often.,0.0
I can fly with my Umich... if I don't find my wallet I have newlicense incentive - I don't want to buy a new state id for no reasonlol,0.0
Multi-tasking... Watching tv n writing programs... U going sch tmr? Me going at 10...,0.0
"Haiz dunno him la. Feel like I m losing him, as a friend",0.0
I'm bored lol,0.0
"Yeah, definitely. I'm also gonna check that auditorium",0.0
Dilshan auction now?,0.0
aik kiat here... thiswill be my new hp no....,0.0
eh.. s can i get from ya e notes today?,0.0
I will be there at 5..,0.0
that was what i wanted u to realise,0.0
When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,0.0
"Hey... E rag day over oredi huh, saw a lot of pple packin up...",0.0
K..sms u all the username and password later...then i will email uthe receipt...u help me 4ward to wee ann and eugene lor...money cancollect as and when got see them lor...,0.0
I applied in 2 universities and processing time was almost same,0.0
"good good. go bathe then rest abit, then go do ur dong dong.. slp early today!",0.0
s open in the afternoon right?,0.0
Alright.. I'll leave it up to you =),0.0
On cck train lo,0.0
Is it wrong dat i told u i am happy,0.0
Jesus told me to tell you that everything you're going through is taken care of.If you believe in Him send to 8 people EXCEPT ME.And in  <#>  secs watch who calls,0.0
Ooo icic! Haha go longer trips! They're more fun!! (: slap haha doyou want a dead possum?,0.0
Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  <#>,0.0
I am not coming..,0.0
Oh oh... Kaiez... Comin comin...,0.0
"K, right now?",0.0
That sounds nice ta x,0.0
I plane to give on this month end.,0.0
"Okok this shouldnt happen cos i already pay,if it is taken they shouldnt make me pay, will try to argue dun worry! Yaya the name is correct i type too fast haha",0.0
"Just pay me first, i'll redistribute",0.0
"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",0.0
"Ok so far got ryan, lewis loo and me! Waiting for nicky yuhan dillonvivien's reply!",0.0
What do you think?,0.0
reaching home le. juz ouy frm lify,0.0
Lucky e honey i ate is low sugar content.. I hope u find it just nice.. :-),0.0
" Np, take ur time. We can catch up later.",0.0
when will u be free next tue or wed? we can meet up to show u a draftof the site to see if it's ok with u,0.0
Yupppppp cheryl's mom fetching us home.,0.0
Phone de bo leh. Only got ipod. :-o why you keep copying and pasting lol,0.0
"Well, there r gods everywhere, but there also will have a number of dabao-ers around also...",0.0
Haha no lah I mean include the holiday too lol... cos my pdl end onthe start of next sems lol... hope I dun spend.so much lol cos lasttime take before le so shld be ok... need a bit practice lol,0.0
ok busy boy .. calling . .,0.0
Need late fooooood,0.0
Get correction in dbms record nd compltd sign by 2morow!,0.0
Our textbook chapter talking about peranakans what. I think you also need to go leh,0.0
"Haha I'm not running, waiting foot the guy to let me check out then Igo, I dun want come back again! Got chinese ma! My dad busy later!",0.0
"Thanks for your email, I received it. Can I confirm the rate is SIBOR3m + . <#>  all the way through the loan? Both packages you sent onMonday quote a different rate.",0.0
ie this on ur hand! . >>>(*Vaibhav*)<<< . Hope I m d 1st friend of urs 2 tie d FRIENDSHIP BAND.!! if u accept my frndshp send me dis msg editing ur name. ,0.0
nw dat u r handling disi need not worrypretty certain u will manage it wellchamp u r,0.0
Good. But theyÃÂre better at the Chinese shinwari,0.0
wah... the movie very good hor... very funny leh,0.0
Ok^^ haha aww they left me outside to wait for the late people haha><,0.0
Pls soh how! Pls pls pls pls salmon set,0.0
how are you? I miss you!,0.0
"bw there is no MOU signed till now, it will be signed once u send me the text",0.0
"Yea, tt'll be better. I didn't realise that i'm on the <DECIMAL> lb nw. Is <#> inclusive of the shipping charges?",0.0
SCIENCE doesn't work everywhere Because the time taken to love someone is never equal to time taken to forget them. This time newton is wrong. Gud nite buddy.,0.0
"Haha what the so fast! Just now what thing? Haha of course very upsetlah haha when I jump that  <#>  I was seriously so damn happy theentire day keep bouncing around the place you know, then he go put<#> , from c become d then silver what the... He can't do anythingabout it, and I dun think he will feel very sorry about it either.What can he give me sia, care and concern? I dun want that from himyucks. Nor do I want extra conditioning._.",0.0
"We probably should, huh?",0.0
"I just want a plate of california roll sushi I'm craving, I'm working today and I can't leave this job today I need to take it while it's available",0.0
Ok. Me watching tv too.,0.0
It's fine =),0.0
"Those who trust in the Lord are like Mount Zion, which can NEVER be shaken or be moved. As the mountains surround Jerusalem, So the Lord surrounds his sons and daughters NOW and for EVER. Psalm <#> : <#>  Praise the Lord !Have a blessed day dear brothers and sisters in CHRIST :-)",0.0
Anna wil give the time n place where we'l be joing him. So have a nice time with anna n them. May God bles u al. Good nite.,0.0
Eh.. I just woke up only. Was abt to ask u meeting wat time. I come over nw.,0.0
Imma going sentosa now. Bout 9 plus come back,0.0
What's the problem with you being silent for so long?,0.0
Crazy ar he's married. ? like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0.0
Yeah there is. But im not going down.,0.0
Go die somewhere.. I don need tat shit record..,0.0
Okay. Call u when I reach. Thks,0.0
Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0.0
Creat a folder.,0.0
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...,0.0
"Hey dude, could u please put my leave tomorrow ? Im not feeling well",0.0
Is there any movie theatre i can go to and watch unlimited movies and just pay once?,0.0
"Hey jingting, I need you to call up the schools again to follow up.",0.0
"U bring outside clothes, then mayb we go shop shop if early.",0.0
Going for lunch soon and then to the doc.,0.0
So far so good. What happened yesterday?,0.0
Hahaha good luck! I just finished my test haha,0.0
"Transfusion, huh? Come on dude",0.0
She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt,0.0
HAHA!! Yeap I am too^^ and I like tickling you its fun:P,0.0
Huh... oh! Thats the wooden one right? the aluminium one cheaper,0.0
I am in clas,0.0
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0.0
Haha don't want! so odd lah your sis saw me two days in a row le!Haha yeap okay! (: I'll do chem mindmap! Hahaha what like that alsocan! wow so shiok! Haha hope I won't fall sick also >< haha omg Ifinished lunch in 5mins!,0.0
Mid way thru malakayattam.really out but walked without stopping till half way...areee thooopppikkana....?so i sat now.,0.0
Good. Take care.,0.0
i think so.,0.0
No. She's currently in scotland for that.,0.0
Dearie!! On  <#>  le. Muacks! Get home safe ah! I'm so happy to have u. Hee.,0.0
Kk reaching in 5 mins. Meet at boarding office!,0.0
 Just finished my workout. Feeling pumped! ??,0.0
Im working in river valley. Not suntec today... Ahhh...,0.0
"Hi Ricky, I know you said to wait until tomorrow, but if you wantupdate me on the remaining items, i'd appreciate it. Especially thetradehub <#>  curtain store name.",0.0
Can't I got art. Help ask hui shi she how many totally untouched le ...,0.0
"Most Touchin lines by a lover who s cheatd by his lover : "" I am not upset that you lied to me, but i am upset that frm nw on i can't believe you...."" gudnit",0.0
Havent still waitin as usual... ÃÂ come back sch oredi?,0.0
Find u after cutting hair,0.0
"Haha except chinese!!! Wow dinner was filling! How was yours? Hahamaybe! But still so odd haha! Haha i shall be nice and let you thinkthat way okay xD even though I still don't think I'm cute! Haha yup!!Next time i shall treat you there! Yeah but my mum expect them toknow, make until my dad v headache haha! Nope local! Can only hire oneforeigner with every  <#>  locals or something!",0.0
"okie sure., willl call u after that.,",0.0
It's fine xP,0.0
"Turns out my friends are staying for the whole show and won't be back til ~ <#> , so feel free to go ahead and smoke that $ <#>  worth",0.0
Now my work is going on?,0.0
I saw amanda's post on your wall asking you and the rest to drink.. Pls don't drink hor.. Bad for health.. :),0.0
ask abhinav to get that coz im in church and ill be late,0.0
HAHAHA ARE YOU SERIOUS THIS IS DAMN UNFAIR TO NON CHINESE,0.0
i hv attended d mpa class only fr d class hd ditched me dat day n hd mrkd dere attendance chup chap widout informin me wnt attend ne othr class4today..sorry  ,0.0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt,0.0
Hmm. Dunno yet. Why Lei? About ten ba. U outside?,0.0
Finishing my workout. You can make it dont worry!,0.0
Hmm..if you tale only  <#>  can grad in time?,0.0
What about cally? What if she's late?,0.0
nt our pic harshi,0.0
 Sup? Let's meet up 2moro.,0.0
Not at night la. Morning!,0.0
"idc get over here, you are not weaseling your way out of this shit twice in a row",0.0
Laogong!! Rem to rest ur eyes abit! Hee. Find me when u need a rest k!,0.0
I thk u shd keep ur hair... U go survey all ur frens... Hee... I was thkg toni n guy... Cos my sis wan to dye hair...,0.0
U got ivan latest cell number?,0.0
Ok. I have just parked. Ill be there in a minute,0.0
Hee jus called u..think u sleep liao.. Happy burfdae gelek!! Cya on sat!,0.0
Hiya do u like the hlday pics  looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),0.0
Beside my desk on the floor.,0.0
what about the others ?,0.0
IT'S SO FUCKING RIGHT??!,0.0
BE HOPEFUL ALWAYS.,0.0
I'm not coming.,0.0
Ohh okay! Just nice I woke up to my alarm! Wahhs she so bad! So howwas rehearsal!,0.0
U can always shop for me!,0.0
First answer my question.,0.0
And what should I tell them,0.0
I thot d date tl nw would hve been a bit more precise..  ,0.0
Happy birthday and happy new year!,0.0
I have heard that the weather is very nice,0.0
Morn/afternoon? Go somewhere to san san xin?,0.0
Woooould you like to hang out later that night by chance? =D,0.0
No need sorry. Got lesson must go. Haha. Florency lian chun min!,0.0
* Thought I didn't see you.,0.0
Hhaha did you buy stationeries?,0.0
"LOL WHAT, FULL OF AWESOME????",0.0
The grass is always greener on the other side my friend...,0.0
Wat the. Tt is quite easy wad. The tough one starts at slime king,0.0
Meanwhile I'm so happy cause mark is willingly getting his hair cut right now =D,0.0
I hope just now didnt give u a huge shock. Very happy dat u give me a chance... Have an early nite.. :-),0.0
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,0.0
Nope. Will be online ard 8 hehe. Out now.,0.0
whats is ur mind?,0.0
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",0.0
would you by any chance be coming back to sch?,0.0
samrat where are you now?,0.0
"Good morning, walking to office loh. my feeling better already. only a little flu. reached office bye!",0.0
You made my day. Do have a great day too.,0.0
Hum nahane gaye the isliye late se reply liye.,0.0
Hey lady when are you free?,0.0
No rushing. I'm not working. I'm in school so if we rush we go hungry.,0.0
Hmmm. I think I'll meet ya all at her house.,0.0
Haha only  <#> !  <#>  also cannot,0.0
No need. ic. Go there fill form can liao,0.0
Now heading over from school. Weihao still inside?,0.0
